cmnt,sentiment_scores,Compound,Sentiment,cleaned_comment
Watching for a word essay lol,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,Positive
Wow corporations and the government really really really care about my healthIts SOOO touching sniffWhy do large corporations love vaccine mandates Because vaccines disrupt the immune system disabling its natural detoxification processes thus making the vaccinated age faster Vaccines are a fantastic way to reduce pension plan burden Another interesting facet of their disgusting and infuriating HYPOCRISY Pfizer is NOT mandating THEIR employees to get the jab What does that tell ya If you can still THINK FOR YOURSELF The simple answer is that we live under corporate fascism now It will be Marxism within a year and Communism within two Better rise up now COVID is communism hiding behind a fake medical issue All this for a virus with a or greater survival rate A virus so bad that most people have to be tested to find out if they have it Youre right its about control and also a big distraction over all of the other BS going on,"{'neg': 0.132, 'neu': 0.719, 'pos': 0.149, 'compound': 0.5013}",0.5013,Positive
The Unnatural Origin of SARS and New Species of ManMade Viruses as Genetic Bioweapons Chinese monograph on using biological weapons engineered variants of SARS including Corona Virus Google it,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
Plot twist Corona isnt the virus WE are the virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Who is it that makes the people of the world suffer,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
Thank you very much,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,Positive
This is the greatest video,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,Positive
WHO should look into transmission between humans and pets This is a grey area we have been ignored and the whole world is busy fighting the virus and yet the virus may continue spreading through animals and pets then back to humans I mean we all should take some precaution in this area not totally abandon pets Stay safe and take care,"{'neg': 0.07, 'neu': 0.786, 'pos': 0.144, 'compound': 0.6277}",0.6277,Positive
Since samesex marriages were globally legalized as were abortions etc natural disasters has been on the increase but all these events are being blamed on fossil fuels and C emissions Earthquake activity has also increased and continues to increase The Bible tells a totally different story to what the scientists are saying that climate change is caused by human activity In Matt Jesus prophesied certain endtime events and also in Rev The four horsemen of the apocalypse Matt and Rev are exactly the same events Google and read Rev which concerns the pale horsemanThen you decide for yourself whether or not COVID is an act of God as was the destruction of Sodom and GomorrahI decided that Covid is an act of God But also Its not just the pale horse that is in motion so is the White Horse the Red Horse and the Black Horse,"{'neg': 0.07, 'neu': 0.826, 'pos': 0.104, 'compound': 0.3506}",0.3506,Positive
We know it is from the lab Come on Stop with this market story,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
 This is so scary,"{'neg': 0.578, 'neu': 0.422, 'pos': 0.0, 'compound': -0.6269}",-0.6269,Negative
This has helped me a lot in my school projects,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I GOT BOTH MY COVID SHOTS The second one was so painless Im still concerned she didnt stick me I WAITED THOUGHTFULLY BECAUSE OF THE HISTORY OF THE POLIO VACCINES I felt a little woozy afterwards for about a half hour If your in good health these SHOTS ARE NOTHING Taking PREP to PREVENT HIV is harder on your health THERE IS NO EXCUSE for not GETTING YOUR SHOTS I have every RIGHT TO BE PARANOID Ive lost half my family visited the twin towers after the fall and seem to be on the mark with where our government is going next IM SLOVENE TO BOOT BREAK UP OF YUGOSLAVIA RING A BELL But I STILL MANNED UP AND GOT MY SHOTS YOU SHOULD TOO I dont care HOW LOAN WOLF or REBEL WITHOUT A CLUE YOU ARE EVERY SIX MONTHS THEY STICK ME AND TAKE MY BLOOD FOR MY PREP MEDICATION That HURTS MORE Yes if Im gay married Im still considering PREP Because MOST MEN CHEAT It is a proven FACT GET OVER IT KIDS It really isnt your business BUT MR YENTA WILL SHARE WITH YOU SHARON ANNE KARAN,"{'neg': 0.114, 'neu': 0.8, 'pos': 0.086, 'compound': -0.8278}",-0.8278,Negative
China virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Sockpuppet accounts Scripted narrative Bot posters Total FakeNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Watching for interview,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Plandemic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Hello guys Heres your daily reminder No such thing as a cntagiou vru Has never been proven but have been disproven NO such thing,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.6704}",-0.6704,Negative
Stop use of electronic cigarette as one of the factor Stop use of radioativity of governments police around the world Stop LIE ,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative
SOMTHING VERY FISHEY HERE NO ONE IS BLAMING CHINA FOR OVER AMERICAN DEATHS ISNT THAT ODD CHINA GETS AWAY WITH MASS MURDERAND OUR GOVERNMENT IGNORES THE ISSUS ARE WORLD GOVERNMENTS ENVOLVED WITH THIS well we just need some of our media personalities to explain that to us dont we or have they been told to shutup whats your snappy response to that Jen Psaki ,"{'neg': 0.143, 'neu': 0.795, 'pos': 0.062, 'compound': -0.7916}",-0.7916,Negative
looking back at this it really scares me,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4005}",-0.4005,Negative
Covid kont,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
watching this for my Exam thanks,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive
The entire world stopped because of the virus yet in every of us will die from cancer but nobody gives a fuck about that,"{'neg': 0.374, 'neu': 0.626, 'pos': 0.0, 'compound': -0.8847}",-0.8847,Negative
Resist all lockdowns Fight against all governments trying this STOP taking the vaccines they carry the variants This is why they are pushing the vaccines so hard Its a global experiment and we are the rats,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.7834}",-0.7834,Negative
China promotes eating everything who should stop china to eat anything,"{'neg': 0.162, 'neu': 0.662, 'pos': 0.176, 'compound': 0.0516}",0.0516,Positive
XI jinping is the father of Corona,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
REVELATIONS NO ONE CAN BUY OR SELL WITHOUT THE MARK OF THE BEAST PFIZER NOW WANTS MILITARY BASES IN COUNTRIES IN EXCHANGE FOR THE VACCINE THIS IS AN AGENDA YOU ALLWATCH GRAVITAS PFIZERS ABUSIVE VACCINE DEALS ON YOUTUBE TO SEE WHATS REALLY GOING ON and WHAT THEY ARE TRYING TO FORCE INTO your ARMS,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.8345}",-0.8345,Negative
YOU ARE ALL LOOKING AT VIRUSES INCORRECTLY PERPETUATING STUPIDITY Disease and sickness is directly related to toxins and dead cells that get in the way of the bodys voltage Viruses are building plans for the most efficient body for that environment If the body is toxified with big Pharmas pesticides medications and vaccine adjuvants these toxins get in the way of the bodys voltage lowering it causing bacteria and viruses usually already in the body to wake up reproduce to break down and remove the toxins rebuild the body and restore voltage You cannot medicate or vaccinate away an unhealthy exhausted or toxified immune system you must rebuild it and restore voltage with organic whole foods and exercise Those who blindly believe your doctors who are taught by big Pharma will be lifelong clients of them and their products at the expense of your health Simplify things you fools,"{'neg': 0.113, 'neu': 0.829, 'pos': 0.058, 'compound': -0.8844}",-0.8844,Negative
If you got the jab youre an idiot This is nonsense,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.7184}",-0.7184,Negative
thank you,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,Positive
LIES LIES LIES Yous know what your superiors are upto they dont care about the masses why would they They believe the world is OVER POPULATED why should we trust you corrupt agenda for the st century Come on give me an honest answer you snakes,"{'neg': 0.217, 'neu': 0.641, 'pos': 0.141, 'compound': -0.6835}",-0.6835,Negative
unvaccinatedandproud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Suggested Corrections We do know COVID has an animal reservoir in many species including cats N Engl J Med We do know that meter or feet is meaningless and that covid or sars can diffuse a whole apt building N Engl J Med Therefore we need UV filtration Active destruction of the virus or its just a matter of time and masks do not matter especially when we have o standards JAMA doijama My College is using this video for Draconian measures which make no sense with the real logic of the science and we know the WHO and its emblems represent communism,"{'neg': 0.085, 'neu': 0.868, 'pos': 0.047, 'compound': -0.7096}",-0.7096,Negative
May be my latest video about corona can make people angry,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
Biden and Harris both stated they would not take a vaccine created under Trump but now its ok lmao ,"{'neg': 0.056, 'neu': 0.612, 'pos': 0.332, 'compound': 0.8307}",0.8307,Positive
 CAPTIONS No Captions You hear COVID WITH Captions KOVAT Youtube DOESNT EVEN KNOW HOW TO SPELL COVID,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
Throughout the COVID pandemic businesses and governments faced the need to solve multiple competing priorities simultaneously One of the toughest how to keep an economy going while at the same time shutting it down to protect citizens from infection As some regions emerge from the worst of the health crisis its tempting to think that there could be a return to focusing on just one main concern But this week McKinsey experts examined sectors particularly defense and national infrastructure where solving for dual imperatives is more important than ever,"{'neg': 0.064, 'neu': 0.822, 'pos': 0.114, 'compound': 0.5966}",0.5966,Positive
Gain of function is not just a fauchi gates and China but it slides into pelosi biden Harris shummer and aoc The tennacles of lies about the virus by these folks are swirling about with obviousness,"{'neg': 0.095, 'neu': 0.848, 'pos': 0.057, 'compound': -0.3612}",-0.3612,Negative
China Originated Virus Infection Disease,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Great video,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,Positive
Please watch f r e e w o r l d n e w s t v and see the real truth,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.5574}",0.5574,Positive
CYBERNERD on iG trusted and tested,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}",0.4767,Positive
this video is helping academicians only no one else,"{'neg': 0.193, 'neu': 0.614, 'pos': 0.193, 'compound': 0.0}",0.0,Neutral
Various courts in different countries have declared unconstitutional all the covid restrictions Only one solution imprisonments to all doctors and politicians involved in Covid for human rights violations Nuremberg violation false information and many other crimes and lets see how fast covid ends,"{'neg': 0.135, 'neu': 0.818, 'pos': 0.047, 'compound': -0.6486}",-0.6486,Negative
This video is very helpfulThank you,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
People will be kicking themselves in few weeks if they miss the opportunity to buy and invest in Bitcoin as its retracingBE WISE,"{'neg': 0.057, 'neu': 0.708, 'pos': 0.235, 'compound': 0.7213}",0.7213,Positive
CAC Amrit Tulsi Ras This herbal preparation is in drops form prepared from five types of Tulsi Shama Tulsi Ocimum sanctum Rama Tulsi Ocimum gratissimum Kapoor Tulsi Ocimum canum Shwet Tulsi Ocimum basilicum Nimba Tulsi Ocimum citriodorum that provides good result in cough cold problem Recommended Dosage Take two to three drops twice daily,"{'neg': 0.046, 'neu': 0.843, 'pos': 0.111, 'compound': 0.4404}",0.4404,Positive
Stay safe follow sops and believe in science,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Positive
Im watching this for a school project,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Non stop covid ,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
PROPAGANDA this isnt a vaccine nor does it provide any protection Hitler style medical tyranny,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.4084}",-0.4084,Negative
Funny thing about this whole mess I used to catch all the flues going around I work in close quarters with people that has tons of kids so if one got it it spread to me especially But now with social distancing mask wear and work from home I have been perfectly healthy for close to a year and a half I can barely remember the last time I was sick and thats only partially due to Covid time distortion,"{'neg': 0.073, 'neu': 0.795, 'pos': 0.132, 'compound': 0.7269}",0.7269,Positive
I love corona,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,Positive
This video should be taken down for being false,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Now its time to take all of these propaganda videos down This is clearly dated and just shows the crap we were being fed all leading up to convincing people to drink the koolaid Where is all those people that said we were stupid and conspiracy theorist I challenge the narrative only because this has happened so many times and no one has the balls to call them out over it,"{'neg': 0.165, 'neu': 0.753, 'pos': 0.081, 'compound': -0.7845}",-0.7845,Negative
Did they successfully separate and infect,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",0.4939,Positive
I will never ever get a shot again God knows what they put in you My arm is so frigen sore that I cant even lift it,"{'neg': 0.103, 'neu': 0.819, 'pos': 0.078, 'compound': -0.1725}",-0.1725,Negative
I made in my first trading with paxos trust Investment company ask me how,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,Positive
Youre braver than you believe and stronger than you seem and smarter than you think so follow guidelines and stay home to stay safe take care of your friends and family god bless you guys,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.9686}",0.9686,Positive
Filipinos Oh Im positive for COVID Fakes pcr test results,"{'neg': 0.194, 'neu': 0.556, 'pos': 0.25, 'compound': 0.2023}",0.2023,Positive
CHINA VIRUS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Coronavirus caused great devastation to my family whyyyy ,"{'neg': 0.217, 'neu': 0.465, 'pos': 0.318, 'compound': 0.3182}",0.3182,Positive
Can I copy paste this video for the clip video as my documents,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
We the people of India are still suffering very badly,"{'neg': 0.448, 'neu': 0.552, 'pos': 0.0, 'compound': -0.7574}",-0.7574,Negative
This Is Very Helpful all information i needed is Here,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4754}",0.4754,Positive
Wow is it that great So human virus come from animals No one wants to believe that it could be a leak intentional leak If they took it from a bat reengineer it with the technology today they could have made it look like it came from the animal Like really If I was an evil person or just an evil scientist Im sure that I could find a way to make it look like it came from the animal so I wouldnt get caught Is it funny how many outbreak China had HN originated in China HN originated in China HN originated in China SARS originated in China Bird Flu originated in China Swine Flu originated in China Porcine Pestivirus originated in China Covid originated in China May I also point out that the world paid the price for China negligent How do we know that all these outbreaks wasnt intentional China keep proving that they are irresponsible country and every time China gets really bad the world has to pay for it I believe that China is willing to sacrifice a small amount of its population in order to make bigger damage to other countries In addition isnt another coincident that virus that came from China while Canada has their CEO of Huawei G is in custody at the United State request for crimes yrs now China eats and destroys everything they touch I dont know about you but these are a lot of red flags Therefore here is the real question How many people in the world need to die before we hold a country responsibility Apparently million peoples death is not enough to hold a country liable for their death,"{'neg': 0.132, 'neu': 0.816, 'pos': 0.052, 'compound': -0.9758}",-0.9758,Negative
Thanks for an information,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive
Thre corona virus is a normal flue virus this is totally highlight by media our indain doctor,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.4005}",0.4005,Positive
I got the COVID vaccine So now Im immune to COVID,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.3535}",0.3535,Positive
Does anyone know anglo saxon mission,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I was being vaccinated on th june after that i got confirmed about my pregnancy and now i am having continuous fever and body pain still after days,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
Nie znaczy nie i smierc dla grzechu IT its to Dekalog,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Za zarobek sekte na mojej kurwa głowie Dalej zostały juz tylko gwałty dla sytuacji ktore nie sa przestepstwem i powodem do Wojny,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Mam chuja i lata,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Tak jest napisana Biblia Dekalog ma wersje zdania wierszowanego,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Za spierdolone zycie i zmuszanie do kurestwa mozna miec uraz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Jestes wiedzma za czary,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Wysraj sie wyrzygaj i kup lustro usun posty z View Boost,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,Positive
Whos here also suffering COVID,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
I dont understand why calld corona virus plz calld chins virus and its not comy by see food bat rabbitsit is man made virus by chin and its full preplanned distbut to other country by chins govt,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.0772}",0.0772,Positive
Been sneezing gmore latelylost smell still breathingno kids thank godbut my nephew is fk this population control technique ,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,Positive
Hope o one took the shotI still wonder if theymade a virus vaccine that can spreadhope I havent been vaccinated against my will,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,Positive
Secret agencies Army laboratory all man made bugs ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
These viruses are all man made ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Thanks for watching contact Mrs Helen for more guidance on Bitcoin and stock exchange ,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,Positive
WHO lied to the world said to governments its ok it wont spread by air travel,"{'neg': 0.138, 'neu': 0.745, 'pos': 0.117, 'compound': -0.1027}",-0.1027,Negative
Cover your mouth and nose when coughing or sneezing LOL,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.5473}",0.5473,Positive
hey guys watching for a school project thanks for giving me easy answers,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.802}",0.802,Positive
Finally am healthy againI thank God for using Dr Ebube to cure my sickness on YouTube keep on saving livesam back to life,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.743}",0.743,Positive
Thankyou it helped alot in my school projects,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I got the Phizer shot and I now have Gullian Barre Syndrome I have been in the hospital for the last weeks receiving IVIG Treatments Steroids and PT and OT due to the fact I have lost the use of My arms and had lost the ability to walk or stand I will be seeking legal actions,"{'neg': 0.082, 'neu': 0.851, 'pos': 0.067, 'compound': -0.2023}",-0.2023,Negative
Hi people,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Actually philippines can nit have a corona virus if pres duterte haves listen to everybody but he did not he just wait the virus to come to Philippines before he banned incoming people from other countries if he banned before the virus enters we would have not any covid here,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.8402}",-0.8402,Negative
I wish I could print it on my project paper too,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,Positive
Yo its china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Limewire ur welcome,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588,Positive
XENITA BRACKENRODRIGO ROA DUTERTE DEFACATIONLOLITA ALITA CARBON MARCHKZ TANDINGAN HARMONYGREYSON CHANCE GUARDIANS OF THE GALAXYADELLEFA CAGADAS CARL WONGCOVID NINETEEN DEMETRIA RABONGUE PALACAKANE BLAZE DESPACITORACAL DAPITANLAGARE PISOVIN DIESEL ABRENICA SONICDEMI LOVATO PITSHARON CUNETA RESCUECLINTON VIRAY BRANDON POEMS BENSON SAJONIA CY JOSHUA ROMUGA Lenovo shampanangatan Dimiaoaxe guaiacumlata bake ciaobite guavaInterpol Lavey doctrinebunnicula sentiinternational police flagibrent arania Santorini Wang so,"{'neg': 0.0, 'neu': 0.953, 'pos': 0.047, 'compound': 0.4084}",0.4084,Positive
Je veux donner un temoignage de la facon dont jai ete gueri du virus de lherpes Il y a quelques mois jai eu des symptomes Je suis alle voir un medecin et ils ont fait beaucoup de tests sanguins plus tard ils mont dit que javais de lherpes Mon medecin ma dit quil ny avait pas de remede contre lherpes je me sentais mal jai cherche en ligne un remede possible contre le virus de lherpes jai vu un article du Dr Amenze un phytotherapeute qui aide les gens a guerir du VIH de lHEPATITE B du CANCER etc Je lai contacte et lui ai dit ce que je ressentais Il a dit que sa phytotherapie peut me guerir Il ma envoye le medicament et jai recu le medicament quelques jours apres quil lait envoye jai pris le medicament tel que prescrit par lui Avant de terminer le traitement les symptomes ont cesse Je suis alle chez le medecin et jai fait un autre test sanguin etonnamment il sest avere negatif Vous navez plus de symptomes Le Dr Amenze est excellent et sa phytotherapie na pas deffets secondaires Vous pouvez le joindre a son email dramenzegmail come Ou numero wthaspp ,"{'neg': 0.042, 'neu': 0.939, 'pos': 0.018, 'compound': -0.7125}",-0.7125,Negative
Watching for entrance exam thanks,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive
Alguem br,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Can I put this video in my channel ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
China Virus ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Me to watching for holiday homework explained very nicely ,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.7089}",0.7089,Positive
Its only a matter of time before Coronavirus pulls a Mitochondria,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.0258}",0.0258,Neutral
De population agenda,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Man made virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Thankyou,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Its Wuhan Virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
If thou wilt not observe to do all the words of this law that are written in this book that thou mayest fear this glorious and fearful name THE Lord THY GOD Then the Lord will make thy plagues wonderful and the plagues of thy seed even great plagues and of long continuance and sore sicknesses and of long continuance Moreover he will bring upon thee all the diseases of Egypt which thou wast afraid of and they shall cleave unto thee Also every sickness and every plague which is not written in the book of this law them will the Lord bring upon thee until thou be destroyed And ye shall be left few in number whereas ye were as the stars of heaven for multitude because thou wouldest not obey the voice of the Lord thy God Deuteronomy ,"{'neg': 0.074, 'neu': 0.789, 'pos': 0.137, 'compound': 0.8816}",0.8816,Positive
Will this ever end ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I watch a video from news outlet It shows fauci in lab coat in wuhan china building a corona virus from bats to make a cure for all CDC was part to work around goverment laws they went to china Cant find video now wonder why,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Bet yall feel stupid now smh we told yall it wasnt from an animal,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative
I am from India watched for school project hit like ,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,Positive
Thank you who,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,Positive
Also known as China Virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
World Goverment leaders wanted this pandemic They didnt stop the flights,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.2235}",0.2235,Positive
This is a world issue ngl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Good Infos about COVID thanks,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,Positive
Can you please send me this,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,Positive
Chinese virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
This will be remembered as the season the white man took an extra mile to completed fuxk up the world because of their never ending greed,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.3089}",0.3089,Positive
The Chinese government created this Flu Virus in a Bioweapons Lab in Wuhan China and released it to the World MADE IN CHINA,"{'neg': 0.12, 'neu': 0.8, 'pos': 0.08, 'compound': -0.25}",-0.25,Negative
Anyone realized that our next generations teachers will be thinking this pandemic happened and happy the coronavirus happened so our next generations students will be needed to talk about how we could have make sure we did things correctly and show the effects and after effects to our populations,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.7184}",0.7184,Positive
Is this type of argumentative communication,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
How could i keep m distance In subway during rush hourdoctor In here please explained ,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.3182,Positive
Do vaccine like that which can spread,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,Positive
SILENCE IS GOLDEN Fear mongering should STOP ENOUGHK Go to any Airport to see the grounded Airbuss S Etc around the world groundedAll fitted with Oxygen Drop Points with Masks Cool dry non humid Air Con Overhead min ventilators ventilators Video Channel Comfotable relaxing chairthis can supplement hospitals for long periods TRY IT EASY PARKING ,"{'neg': 0.152, 'neu': 0.71, 'pos': 0.138, 'compound': 0.0258}",0.0258,Neutral
Watching it for school project Thanks a lot Learned many new things ,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,Positive
IVERMECTIN SAVES LIFES,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Just here for modules ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
We know half truth are more dangerous than lies We also know many of the medical concept are half truths Venkatesan sangareddi chennai india ,"{'neg': 0.205, 'neu': 0.634, 'pos': 0.162, 'compound': -0.3306}",-0.3306,Negative
The origin of the virus stated in this video didnt age well lmao,"{'neg': 0.311, 'neu': 0.689, 'pos': 0.0, 'compound': -0.6072}",-0.6072,Negative
